city,floorarea,bathrooms,address,latitude,price,bedrooms,zipcode,longitude
Austin,625,1,6000 S Congress Ave APT 132,30.200727,185000,1,78745,-97.776085
Austin,1358,2,1403 Birchwood Ct,30.220999,369900,3,78745,-97.785678
Austin,1584,3,6700 Capriola Dr,30.202495,309000,4,78745,-97.798717
Austin,792,1,5608 Cougar Dr APT 226,30.209159,140000,2,78745,-97.78497
Austin,1038,2,3104 Siskin Dr,30.19667,254900,2,78745,-97.830632
Austin,1576,2,2710 Inridge Dr,30.201785,299900,3,78745,-97.820843
Austin,3105,3,11316 Hollister Dr,30.191908,515000,3,78739,-97.916235
Austin,3041,2.5,6601 Hansa Loop,30.199532,529000,4,78739,-97.897725
Austin,3474,4,7700 Mitra Dr,30.181906,548900,4,78739,-97.921756
Austin,3186,4,11008 Tornasol Ln,30.198704,499900,5,78739,-97.915401
Austin,2993,3,6216 Tasajillo Trl,30.196487,500000,4,78739,-97.888073
Austin,4311,4,7304 Purnima Cv,30.176299,749900,4,78739,-97.91979
Austin,1570,2,7611 Cooper Ln,30.186662,1300000,2,78745,-97.79318
Austin,1856,3,2200 Trede Dr,30.198349,369500,4,78745,-97.812992
Austin,1380,2,3214 Harpers Ferry Ln,30.204366,275000,3,78745,-97.829075
Austin,1350,2,6404 Woodhue Dr,30.204053,329000,3,78745,-97.796749
Austin,1424,2,8644 Piney Creek Bnd,30.194444,255900,3,78745,-97.835496
Austin,1769,3,213 Bridgeford Dr,30.183961,293172,3,78745,-97.782152
Austin,1531,2,2609 Lightfoot Trl,30.215004,355000,3,78745,-97.809105
Austin,3124,3,8133 Ladera Verde Dr,30.199756,499000,4,78739,-97.919729
Austin,1792,3,4917 Sunset Trl # B,30.2278,399500,3,78745,-97.803955
Austin,1792,3,4917 Sunset Trl # A,30.227881,395000,3,78745,-97.804021
Austin,1625,2,2606 Aldford Dr,30.211024,269900,3,78745,-97.812059
Austin,,2.5,7405 Cooper Ln # 4O7BPJ,30.190107,283990,3,78745,-97.792541
Austin,,2.5,7506 Belfair Ter # XA5FDE,30.18394,292990,3,78745,-97.78206
Austin,,2.5,7506 Belfair Ter # NEW6U,30.18394,306990,3,78745,-97.78206
Austin,1749,3,5001 Sunset Trl # A,30.227664,390000,3,78745,-97.803756
Austin,2126,2.5,4528 Merle Dr,30.226206,439000,3,78745,-97.789592
Austin,1062,1.5,4919 Old Castle Rd,30.208013,268500,3,78745,-97.76486
Austin,,2.5,7506 Belfair Ter # XA5FDF,30.18394,284990,3,78745,-97.78206
Austin,1769,3,325 Bridgeford Dr,30.2072,308159,3,78745,-97.7997
Austin,2310,3,4506 Bull Creek Rd,30.321386,765000,4,78731,-97.753338
Austin,2684,3,1912 Petrified Forest Dr,30.15591,274900,3,78747,-97.78701
Austin,1809,3,4702 Palisade Dr,30.341218,485000,3,78731,-97.781016
Austin,3106,4,6101 Shadow Mountain Dr,30.348641,900000,4,78731,-97.75905
Austin,1783,2,3336 Mount Bonnell Rd,30.314311,10800000,2,78731,-97.774318
Austin,3800,5,4904 Valley Oak Dr,30.330011,1700000,5,78731,-97.758453
Austin,1285,2,2613 W 45th St,30.318902,495000,3,78731,-97.749807
Austin,2830,3,11252 Pinehurst Dr,30.135261,380000,4,78747,-97.783236
Austin,1207,3,10819 Crown Colony Dr APT 29,30.14104,194700,2,78747,-97.793819
Austin,2128,2.5,7605 Marble Crest Dr,30.163631,230000,4,78747,-97.741802
Austin,1345,1,8101 Rosenberry Dr,30.157409,180000,3,78747,-97.740207
Austin,3700,,10115 Bradshaw Rd,30.144297,1500000,Studio,78747,-97.766516
Austin,4280,4,10107 Shinnecock Hills Dr,30.148528,489000,5,78747,-97.78054
Austin,713,1,3839 Dry Creek Dr APT 140,30.341668,159999,1,78731,-97.765698
Austin,1030,1,3308 Hancock Dr,30.332988,425000,3,78731,-97.759522
Austin,7812,9,3503 Balcones Dr,30.314394,2000000,5,78731,-97.767097
Austin,2709,3,4407 Canyonside Trl,30.360553,589000,3,78731,-97.774639
Austin,2422,3,7602 Long Point Dr,30.369042,699000,4,78731,-97.768116
Austin,1080,2,6501 E Hill Dr APT 102,30.345895,199000,2,78731,-97.752784
Austin,1827,3,2210 Onion Creek Pkwy UNIT 1001,30.136942,295000,3,78747,-97.795051
Austin,1961,2,11226 Pinehurst Dr,30.13183,339900,4,78747,-97.783285
Austin,1058,2,8401 Twiggy Ln,30.15723,197700,3,78747,-97.747751
Austin,2232,3,8032 Tee Dr,30.157745,244900,4,78747,-97.747909
Austin,1079,2,6908 Broad Brook Dr,30.154877,175000,3,78747,-97.736986
Austin,3880,3,11238 Pinehurst Dr,30.133412,485000,4,78747,-97.782446
Austin,2015,3,5916 Baythorne Dr,30.13756,276300,3,78747,-97.7527
Austin,2165,2,5729 N Scout Island Cir,30.354881,468000,4,78731,-97.791979
Austin,1372,1,4100 Idlewild Rd,30.314015,508000,3,78731,-97.751086
Austin,717,1,3840 Far West Blvd APT 219,30.357088,169500,1,78731,-97.759891
Austin,1754,2,4802 Placid Pl,30.324924,570000,3,78731,-97.752754
Austin,,,3839 Dry Creek Dr,30.341901,169999,--,78731,-97.765594
Austin,1998,3,5019 W Park Dr,30.329188,699000,4,78731,-97.752734
Austin,2790,2.5,8705 Ipswich Bay Dr,30.152629,240000,4,78747,-97.748319
Austin,3393,2,11254 Pinehurst Dr,30.13549,434900,4,78747,-97.783406
Austin,2125,2.5,5604 Silver Screen Dr,30.140866,224900,4,78747,-97.769419
Austin,1584,3,5912 Baythorne Dr,30.13756,256908,3,78747,-97.7527
Austin,2676,2,2300 Pinevalley Dr,30.144236,365000,3,78747,-97.78853
Austin,2790,3,8704 Alum Rock Dr,30.156125,275000,4,78747,-97.743915
Austin,1568,3,1705B Perez St,30.28278,384990,3,78721,-97.692689
Austin,1904,3,6614 E Hill Dr,30.347526,284900,3,78731,-97.753312
Austin,1700,3,3806 Bull Creek Rd,30.311733,649000,3,78731,-97.752545
Austin,3608,3,4508 Crestway Dr,30.32928,1100000,5,78731,-97.76979
Austin,1433,2,6513 Marble Creek Loop,30.160966,199900,3,78747,-97.741821
Austin,2191,2,2400 Apple Valley Cir,30.138698,299900,4,78747,-97.79094
Austin,1301,3,1316 Delano St # A,30.276622,365000,2,78721,-97.679458
Austin,1758,3,1102 Mason Ave,30.272394,349000,4,78721,-97.685769
Austin,1497,3,1107 Mahan Dr APT A,30.262403,339999,2,78721,-97.685081
Austin,1933,4,1812 Adina St # A,30.283269,399000,3,78721,-97.67974
Austin,5702,,1144 Gunter St,30.271805,1466000,Studio,78721,-97.696117
Austin,1380,1,3405 Pennsylvania Ave,30.275162,390000,3,78721,-97.696569
Austin,1850,3,1185 Springdale Rd,30.278428,410000,3,78721,-97.687068
Austin,1580,3,5308 Downs Dr # B,30.266002,389900,3,78721,-97.683913
Austin,1465,2,1144 Gunter St # 302,30.271804,383000,3,78721,-97.696113
Austin,972,1,(Undisclosed Address),30.280914,310000,3,78721,-97.682654
Austin,2206,4,1103 Saucedo St,30.265643,350000,6,78721,-97.690054
Austin,1853,3,1102 Emmitt Run,30.25801,399900,3,78721,-97.686535
Austin,2232,3,5714 Steven Creek Way,30.259992,409000,4,78721,-97.68622
Austin,1784,3,4501 Leslie Ave,30.282488,325000,4,78721,-97.685886
Austin,1497,3,1107 Mahan Dr # B,30.26273,339000,2,78721,-97.68528
Austin,1465,2.5,1144 Gunter St # 402,30.271804,383000,3,78721,-97.696113
Austin,1386,2.5,1144 Gunter St # 301,30.271804,350000,3,78721,-97.696113
Austin,1386,2.5,1144 Gunter St # 401,30.271804,350000,3,78721,-97.696113
Austin,1568,2,6801 E Ben White Blvd # 1,30.2138,52032,4,78741,-97.70435
Austin,1152,2,6801 E Ben White Blvd,30.212742,46938,3,78741,-97.703346
Austin,1232,2,806 Montopolis Dr,30.235824,244999,3,78741,-97.696743
Austin,1060,2,2450 Wickersham Ln APT 1006,30.225391,155000,2,78741,-97.725822
Austin,1227,2,2001 Parker Ln APT 110,30.234796,267500,2,78741,-97.734058
Austin,464,1,1840 Burton Dr APT 211,30.235429,84000,1,78741,-97.729827
Austin,1500,2,3013 Sunridge Dr,30.218774,375000,3,78741,-97.726522
Austin,378,1,1840 Burton Dr APT 222,30.235429,82500,1,78741,-97.729827
Austin,720,1,6505 Porter St,30.229628,157700,1,78741,-97.697731
Austin,2185,3,7205 Lysander Ct,30.219873,373000,4,78741,-97.69787
Austin,1849,3,1308 Tinnin Ford Rd # 12,30.24279,495900,2,78741,-97.725458
Austin,464,1,1840 Burton Dr APT 154,30.235429,87000,1,78741,-97.729827
Austin,3044,,1905 Woodland Ave,30.23693,399000,6,78741,-97.73075
Austin,1504,2,3311 Catalina Dr,30.219307,390000,4,78741,-97.738201
AUSTIN,2366,3,4501 Elana Ct,30.223058,589000,3,78741,-97.728378
Austin,560,1,312 Montopolis Dr,30.241677,289000,2,78741,-97.693125
Austin,1035,2,6211 Manor Rd APT 104,30.307657,199999,2,78723,-97.675155
Austin,1081,2,1201 Tinnin Ford Rd APT 4,30.2436,267000,2,78741,-97.724292
Austin,,2,2109 Maxwell Ln APT A,30.22042,299900,3,78741,-97.69942
Austin,2809,5,1308 Towncreek Rd # 15,30.24369,609900,4,78741,-97.72613
Austin,2023,2.5,2305 Titania St,30.225948,388990,3,78741,-97.714515
Austin,1170,2,1201 Grove Blvd APT 2201,30.234285,250000,3,78741,-97.70464
Austin,2101,3,6814 Langston Dr,30.316915,469900,4,78723,-97.671567
Austin,1516,2,6401 Kenilworth Dr,30.316214,299000,3,78723,-97.686924
Austin,2006,2,5213 Gladstone Dr,30.296512,365000,4,78723,-97.678305
Austin,1280,1,1306 E 52nd St,30.308589,284000,3,78723,-97.704928
Austin,1700,2,5313 Wellington Dr,30.302278,370000,4,78723,-97.685222
Austin,2129,4,4714 Berkman Dr,30.300491,699999,4,78723,-97.700792
Austin,1192,2,5208 Medford Dr,30.29552,315000,3,78723,-97.680273
Austin,,3,13700 Sage Grouse # S3F8BK,30.465431,244990,3,78729,-97.766582
Austin,1657,2,6711 Tulsa Cv,30.314079,339000,3,78723,-97.672335
Austin,1861,3,6506 Bradley Dr,30.315931,394900,4,78723,-97.68037
Austin,1759,3,5702 Gloucester Ln,30.303957,349900,3,78723,-97.679239
Austin,1484,3,2203 E 51st St # A,30.300764,499900,3,78723,-97.69049
Austin,1917,3,4808 Springdale Rd,30.29127,425000,3,78723,-97.679207
Austin,2065,3,1905 Turtle Springs Ct,30.3067,669000,3,78723,-97.6876
Austin,,3,13700 Sage Grouse # TTBRUW,30.465431,242990,3,78729,-97.766582
Austin,2900,4,13263 Kerrville Folkway,30.450216,349900,5,78729,-97.750906
Austin,,2,13700 Sage Grouse # 2RGIT3,30.465431,209990,3,78729,-97.766582
Austin,,2,13700 Sage Grouse # CGO4FL,30.465431,212990,3,78729,-97.766582
Austin,,3,13700 Sage Grouse # 51272F,30.465431,247990,3,78729,-97.766582
Austin,2179,3,1911 Turtle Springs Ct,30.3067,705000,4,78723,-97.6876
Austin,1518,2,5363 Westminster Dr,30.305793,284995,4,78723,-97.688004
Austin,1631,3,5613 Overbrook Dr # A,30.30325,344900,3,78723,-97.68148
Austin,3060,3,4608 Camacho St,30.304146,789900,3,78723,-97.686598
Austin,3009,3,2004 Em Franklin Ave,30.285245,775000,4,78723,-97.697418
Austin,,3,13700 Sage Grouse # 4S7YPD,30.465431,237990,3,78729,-97.766582
Austin,2056,2,7501 Lobelia Dr,30.439839,314000,3,78729,-97.761744
Austin,1689,3,13001 Hymeadow Dr UNIT 8,30.462728,299990,2,78729,-97.788456
Austin,2812,3,13328 Humphrey Dr,30.456765,369500,4,78729,-97.761914
Austin,1848,3,13700 Sage Grouse Dr UNIT 2901,30.465846,251160,3,78729,-97.761563
Austin,1828,2,13001 Hymeadow Dr UNIT 17,30.462728,319990,2,78729,-97.788456
Austin,1088,1.5,2106 E M Franklin Ave,30.286389,635000,2,78723,-97.697913
Austin,1567,3,1909 Turtle Springs Ct,30.3067,515000,3,78723,-97.6876
Austin,2200,3,3622 Clary Way,30.3067,715000,4,78723,-97.6876
Austin,2276,3,13116 Marble Falls Cv,30.444493,350000,4,78729,-97.745499
Austin,2848,2.5,8300 Canola Bnd,30.452037,399000,4,78729,-97.765044
Austin,1700,3,13400 Briarwick Dr UNIT 2602,30.46789,269000,3,78729,-97.76923
Austin,2168,3,13416 Athens Trl,30.457017,350000,4,78729,-97.756227
Austin,2472,3,12510 Oro Valley Trl,30.442933,350000,4,78729,-97.764869
Austin,7253,5,9813 Glenlake Dr,30.360626,1795000,4,78730,-97.851269
Austin,3655,3,10832 Enclave Vista Cv,30.389056,636699,5,78730,-97.851352
Austin,3764,3.5,9400 Prince William,30.363493,925000,4,78730,-97.841301
Austin,6677,6,9624 Woody Ridge Vw,30.36831,1590000,5,78730,-97.843288
Austin,1150,2,6000 Shepherd Mountain Cv UNIT 601,30.357393,245000,2,78730,-97.796147
Austin,706,1,6000 Shepherd Mountain Cv APT 1205,30.357608,164900,1,78730,-97.796186
Austin,1690,2,8909 Palace Pkwy,30.176199,239900,3,78748,-97.804758
Austin,1919,3,1324 Tillerfield,30.170388,273900,3,78748,-97.819183
Austin,1637,2.5,902 Firebranch Trl,30.18538,299990,3,78748,-97.8232
Austin,1898,2.5,9502 Tanager Way,30.171623,330859,3,78748,-97.808596
Austin,2185,2.5,9504 Tanager Way,30.171623,342868,4,78748,-97.808596
Manchaca,2158,3,13204 Alans Way,30.134374,363155,4,78748,-97.849326
Austin,2067,2,618 Kingfisher Creek Dr,30.151117,250000,4,78748,-97.814671
Austin,2322,3,8517 Davis Oaks Trl,30.18435,298700,4,78748,-97.811957
Austin,1739,3,9006 Jesse James Dr,30.179754,289800,3,78748,-97.813983
Austin,2901,3,2724 Arroyo Blanco Cv,30.155603,435000,4,78748,-97.851844
Austin,,2,11632 Manchaca Rd # KM3C9S,30.1496,239990,2,78748,-97.834153
Austin,2411,3,11008 Mint Julep Dr,30.148103,315000,3,78748,-97.808401
Austin,,3,11632 Manchaca Rd # 43KV1A,30.1496,214990,2,78748,-97.834153
