,city,floorarea,bathrooms,address,latitude,price,bedrooms,zipcode,longitude,restaurant,bar,school,hospital
0,Austin,1550.0,3.0,2912 E 14th St,30.278009,459900,3,78702,-97.707756,964.756,1754.83,1754.83,2951.3
1,Austin,2243.0,3.0,2105 Rosewood Ave,30.269727,695000,4,78702,-97.71717,1064.96,1318.36,975.95,2083.94
2,Austin,1618.0,2.0,6100 Woodhue Dr,30.207734,319000,3,78745,-97.794363,1634.09,3595.93,2336.29,860.632
3,Austin,1393.0,3.0,4515 Speedway # A,30.309549,549000,3,78751,-97.727432,459.187,826.721,1149.52,1799.83
4,Austin,1690.0,2.0,8909 Palace Pkwy,30.176199,239900,3,78748,-97.804758,2005.58,2647.27,1384.94,5114.55
5,Austin,1584.0,2.0,5004 Suburban Dr,30.20847,299990,3,78745,-97.768433,643.279,2262.08,2658.1,2516.64
6,Austin,2322.0,3.0,3501 Autumn Bay Dr,30.200596,229900,4,78744,-97.694272,4294.35,8440.77,6221.26,9069.03
7,Austin,2684.0,3.0,1912 Petrified Forest Dr,30.15591,274900,3,78747,-97.78701,1866.35,6154.76,4080.38,7990.06
8,Austin,1909.0,3.0,11432 Running Brush Ln,30.493736,310000,3,78717,-97.797728,2287.63,6436.34,2560.4,10000.0
9,Cedar Park,2978.0,2.5,2402 Tivoli Dr,30.465986,399000,4,78613,-97.850144,3395.31,5535.49,2025.19,10000.0
10,Austin,4334.0,4.0,10500 Avery Club Dr UNIT 2,30.503668,775000,5,78717,-97.771526,10000.0,10000.0,10000.0,10000.0
11,Round Rock,1316.0,2.0,1625 Willow Vis,30.508329,225000,3,78664,-97.658218,1776.1,9482.46,2747.73,9512.55
12,Round Rock,2756.0,3.0,1805 Creek Ridge Blvd,30.511881,279000,4,78664,-97.653968,2036.37,9775.53,2566.6,9772.82
13,Austin,2067.0,2.0,7414 Fireoak Dr,30.421507,388500,4,78759,-97.772628,1567.9,4817.61,766.15,7518.22
14,Cedar Park,2097.0,2.0,1709 Todd Ln,30.475449,316500,3,78613,-97.838618,2815.93,5222.66,353.237,10000.0
15,Austin,1594.0,2.0,6806 Millrace Dr,30.306135,278500,3,78724,-97.656492,3066.72,6321.67,2244.38,5073.49
16,Austin,900.0,2.0,6214 Marr Cv,30.2907,58995,2,78724,-97.63756,7520.27,10000.0,2985.33,9946.79
17,Austin,1546.0,2.0,5500 Delta Post Dr,30.252742,159999,3,78724,-97.579918,10000.0,10000.0,10000.0,10000.0
18,Austin,1326.0,2.0,6013 Wideleaf Dr,30.257958,160000,3,78724,-97.574891,10000.0,10000.0,10000.0,10000.0
19,Austin,1178.0,2.0,7319 Muffin Dr,30.305582,175000,3,78724,-97.641282,5307.82,8098.25,4020.96,7314.59
20,Austin,1421.0,2.0,7208 Hillcroft Dr,30.304269,184500,3,78724,-97.640925,5141.42,7931.86,3854.57,7148.19
21,Austin,2556.0,3.0,6133 Seville Dr,30.292584,425900,3,78724,-97.642369,5472.12,8262.56,3559.7,7478.89
22,Austin,1465.0,3.0,1133 Brookswood Ave,30.265889,369000,3,78721,-97.688531,990.471,4212.73,2321.42,5279.5
23,Austin,2837.0,3.0,5829 Pinon Vista Dr,30.28949,445000,4,78724,-97.643386,5479.8,8344.3,3151.69,7880.48
24,Austin,2848.0,3.0,7504 Lazy Creek Dr,30.315757,250000,3,78724,-97.656963,1776.1,6110.06,2165.72,4079.73
25,Austin,2201.0,3.0,7101 Boyle Dr,30.305488,428000,3,78724,-97.64524,4803.61,7594.05,3516.76,6810.38
26,Austin,2199.0,3.0,7016 Boyle Dr,30.305589,428000,3,78724,-97.645828,4803.61,7594.05,3516.76,6810.38
27,Austin,1328.0,2.0,6901 Aries Ln,30.29758,160000,3,78724,-97.644294,4753.49,7543.92,3466.63,6760.26
28,Austin,1306.0,2.0,5913 Alsace Trl,30.290573,160000,3,78724,-97.64574,5383.98,8248.48,3055.87,7930.9
29,Austin,1319.0,2.0,1804 J J Seabrook Dr,30.283828,349900,3,78721,-97.690672,1028.47,2826.15,2826.15,4027.2
30,Austin,1374.0,2.0,1151 Nickols Ave,30.27628,409000,3,78721,-97.684692,426.141,3981.61,2006.39,5125.93
31,Austin,810.0,1.0,1805 Rhodes Rd,30.283011,189900,3,78721,-97.680311,1075.74,4005.43,1936.09,5206.49
32,Austin,1072.0,2.0,1237 Eleanor St,30.276354,399900,2,78721,-97.679835,1062.53,4618.0,1321.89,5762.32
33,Austin,1256.0,1.0,5116 Heflin Ln,30.283001,300000,3,78721,-97.676755,1178.71,4304.71,1582.34,5505.77
34,Austin,1512.0,2.0,7601 Daffan Ln TRLR 382,30.317218,73995,3,78724,-97.624413,7785.79,10000.0,6277.04,9792.57
35,Austin,991.0,2.0,8205 View Ridge Dr,30.298584,159000,3,78724,-97.627346,6544.44,9334.88,3784.23,8551.21
36,Austin,1834.0,3.0,6216 Seville Dr,30.29343,280000,3,78724,-97.642431,5426.9,8217.34,3604.92,7433.67
37,Austin,2491.0,3.0,9413 China Rose Dr,30.278548,265000,5,78724,-97.624211,7395.76,10000.0,2190.58,10000.0
38,Austin,1220.0,2.0,8404 Mayview Dr,30.300052,185000,3,78724,-97.624394,7005.96,9796.39,3781.19,9012.73
39,Austin,2180.0,3.0,6821 Willamette Dr,30.316385,459900,4,78723,-97.672978,2445.52,4029.91,1698.53,4001.01
40,Austin,1440.0,1.0,2907 Breeze Ter,30.285293,580000,3,78722,-97.718719,113.225,103.474,103.474,1181.48
41,Austin,672.0,1.0,4704 Louis Ave,30.276306,189000,3,78721,-97.687258,449.654,3885.89,2059.94,5030.2
42,Austin,1410.0,1.0,5609 Samuel Huston Ave,30.279262,450000,3,78721,-97.674274,1531.19,4917.36,999.381,6118.42
43,Austin,1740.0,3.0,5109 Lott Ave # A,30.275217,375000,3,78721,-97.682823,691.72,4247.19,2271.97,5391.51
44,Austin,1170.0,2.0,3603 E 12th St,30.27762,175000,3,78721,-97.693825,700.149,2855.32,2623.88,3999.64
45,Austin,2379.0,3.0,1300 Luna St,30.279434,585000,4,78721,-97.691296,365.01,3190.46,2389.36,4334.78
46,Austin,1780.0,2.0,4011 Sojourner St,30.240539,185000,4,78725,-97.588364,10000.0,10000.0,10000.0,10000.0
47,Austin,1985.0,3.0,3900 Threadgill St UNIT 26,30.291131,535000,3,78723,-97.700591,1124.06,2238.65,2238.65,3268.27
48,Austin,1385.0,3.0,1931 E 38 1 2 St # 32,30.289296,405000,2,78723,-97.70582,836.821,1913.17,1913.17,2942.79
49,Austin,2442.0,4.0,2412 Sorin St,30.2961,695000,3,78723,-97.695,1551.56,2753.77,2205.68,3818.6
50,Austin,699.0,1.0,1309 E 52nd St # 2,30.307998,209900,2,78723,-97.705207,339.561,393.186,193.537,3475.95
51,Austin,,3.0,3108 E 51st St # P1R91R,30.295785,341990,2,78723,-97.681598,2219.32,3376.82,960.5,5573.44
52,Austin,988.0,2.0,6211 Manor Rd APT 125,30.307657,189988,1,78723,-97.675155,2919.88,3977.08,368.591,4876.46
53,Austin,1200.0,2.0,2111 Poquito St,30.282942,849000,2,78722,-97.720629,110.147,379.52,452.238,1064.51
54,Austin,1500.0,3.0,4020 Airport Blvd # 1,30.292134,465000,2,78722,-97.707774,714.289,1609.58,1609.58,2462.2
55,Austin,1003.0,2.0,4309 Airport Blvd # A,30.29921,359900,3,78722,-97.70994,1022.21,1713.96,1363.8,2552.48
56,Austin,810.0,1.0,2112 Rountree Dr,30.284347,320000,2,78722,-97.707539,564.15,1081.41,1081.41,2282.47
57,Austin,2504.0,4.0,2805 E 22nd St,30.283736,999999,5,78722,-97.711665,433.821,628.769,628.769,1833.29
58,Austin,2810.0,6.0,2807 E 22nd St,30.283766,999999,4,78722,-97.711508,433.821,628.769,628.769,1833.29
59,Austin,1143.0,1.0,3705 Grayson Ln,30.288215,369650,3,78722,-97.708556,706.916,1161.76,1161.76,2362.82
60,Austin,916.0,1.0,5310 Downs Dr,30.279599,219999,2,78721,-97.677633,1402.8,4837.5,1423.22,6038.56
61,Austin,1050.0,2.0,5204 Ledesma Rd,30.27221,275000,4,78721,-97.685019,806.017,3946.89,2592.86,5091.21
62,Austin,1050.0,1.0,3602 Grant St,30.277249,299000,2,78721,-97.693827,778.346,2933.52,2702.07,4077.84
63,Austin,1880.0,2.0,1602 Greenwood Ave,30.280478,435000,4,78721,-97.697034,1273.18,2697.9,2697.9,3898.95
64,AUSTIN,780.0,1.0,Gunter St,30.273664,350000,2,78721,-97.69511,665.74,2967.74,1925.56,4112.06
65,Austin,1310.0,2.0,1808 Celeste Cir,30.284904,300000,3,78721,-97.680973,1091.69,3828.1,2058.95,5029.16
66,Austin,1349.0,3.0,5315 Downs Dr,30.279379,309900,4,78721,-97.678401,759.487,4254.57,1388.9,5455.62
67,Austin,5502.0,5.0,11109 Conchos Trl,30.443859,1170000,4,78726,-97.821738,1503.99,1871.82,2332.68,10000.0
68,Austin,1329.0,2.0,4717 Castleman Dr,30.246176,169900,3,78725,-97.583139,10000.0,10000.0,10000.0,10000.0
69,Austin,2430.0,3.0,4616 Cleto St,30.241949,226850,4,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
70,Austin,1264.0,2.0,4608 Best Way,30.23758,149000,3,78725,-97.570644,10000.0,10000.0,10000.0,10000.0
71,Austin,,2.0,4618 Halliday Ave # 1YMK5P,30.241949,196990,3,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
72,Austin,,2.0,4618 Halliday Ave # 4KOH2Q,30.241949,210990,4,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
73,Austin,1907.0,2.0,4605 Halliday Ave,30.241949,211550,3,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
74,Austin,725.0,1.0,1309 E 52nd St # 1,30.30828,228000,2,78723,-97.70522,339.561,393.186,193.537,3475.95
75,AUSTIN,2228.0,3.0,3006 Northeast Dr,30.31108,550000,4,78723,-97.674087,2797.75,3997.11,289.594,4754.33
76,Austin,1228.0,2.0,3803 Tower View Ct,30.288273,329900,4,78723,-97.705279,119.434,1315.27,1315.27,2516.32
77,Austin,2002.0,2.5,6703 Dubuque Ln,30.312753,275000,3,78723,-97.67064,2619.56,4324.71,924.386,3979.15
78,Austin,1372.0,2.0,4805 Russet Hill Dr,30.288362,330000,4,78723,-97.672635,1796.4,4532.81,2413.07,5733.86
79,Austin,1350.0,2.0,2202 Palo Pinto Dr,30.286352,257500,3,78723,-97.700827,575.332,1777.54,1777.54,2978.6
80,Austin,2064.0,2.0,1905 Rogge Ln,30.306772,412900,3,78723,-97.693255,1878.21,1732.11,1007.62,4895.04
81,Austin,1699.0,2.0,3402 Robinson Ave,30.291646,475000,3,78722,-97.720654,335.727,1319.23,900.84,1007.21
82,Austin,1545.0,3.0,2505 Givens Ave,30.281328,471900,3,78722,-97.715446,546.643,580.278,580.278,1807.51
83,Austin,3149.0,3.0,4214 Wilshire Pkwy,30.298064,598000,3,78722,-97.711901,1054.1,1751.37,1575.63,2186.98
84,Austin,1419.0,1.0,1200 Norwood Rd,30.304725,339000,2,78722,-97.711914,980.564,1209.18,1290.14,2532.99
85,Austin,1669.0,3.0,2101 Maple Ave # B,30.282896,539900,3,78722,-97.716399,387.665,255.919,255.919,1484.97
86,Austin,1604.0,3.0,2101 Maple Ave # A,30.282864,539900,3,78722,-97.716635,387.665,255.919,255.919,1484.97
87,Austin,1198.0,2.0,1109 Altum St,30.258162,374500,2,78721,-97.683791,2707.6,4536.52,1454.72,6013.09
88,Austin,2295.0,3.0,11211 Appletree Ln,30.439865,380000,4,78726,-97.825824,2168.29,4547.06,922.097,10000.0
89,Austin,3056.0,3.5,11102 Twisted Elm Dr # 12,30.400512,532500,4,78726,-97.845842,4726.21,9414.14,5748.46,10000.0
90,Austin,4199.0,4.0,10529 Canyon Vista Way,30.43671,629900,5,78726,-97.81763,3198.19,5576.96,805.791,10000.0
91,Austin,2075.0,2.0,9105 Villa Norte Dr,30.431324,469900,3,78726,-97.843218,3565.48,5944.25,2287.3,10000.0
92,Austin,2042.0,3.0,15420 Quinley Dr,30.458859,279900,3,78728,-97.686427,1742.55,3549.78,3663.71,6457.85
93,Austin,2043.0,3.0,2208 Forsam Bnd,30.256291,354900,3,78725,-97.671781,3919.34,6075.4,2226.22,7551.97
94,Austin,,2.0,4618 Halliday Ave # 7THLT8,30.241949,191990,3,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
95,Austin,1399.0,2.0,15216 Guffey Dr,30.241949,202740,3,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
96,Austin,1599.0,2.0,4617 Belfield Ln,30.241949,216115,3,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
97,Austin,,2.5,4618 Halliday Ave # U3N4P9,30.241949,201990,3,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
98,Austin,1356.0,1.0,2924 Norwood Hill Rd,30.299882,300000,3,78723,-97.682336,2776.18,3199.5,485.605,5592.64
99,Austin,2296.0,3.0,1916 E M Franklin Ave UNIT C,30.284712,770000,4,78723,-97.696939,1246.94,2294.48,2294.48,3495.54
100,Austin,2450.0,3.0,5200 Knight Cir,30.305998,649000,4,78723,-97.699153,1519.79,1089.6,1259.11,4356.15
101,Austin,1821.0,3.0,4604 Bundyhill Dr,30.287027,375000,4,78723,-97.677684,1499.56,4235.97,2437.7,5437.03
102,Austin,1700.0,3.0,5002 Pecan Springs Rd # 1,30.294321,439000,3,78723,-97.681735,2219.32,3376.82,960.5,5573.44
103,Austin,2105.0,3.0,4020 Airport Blvd # 3,30.292134,579000,4,78722,-97.707774,714.289,1609.58,1609.58,2462.2
104,Austin,1850.0,,1305 E 28th St,30.285342,499000,4,78722,-97.722144,147.277,545.417,545.417,803.09
105,Austin,1931.0,3.0,4020 Airport Blvd # 2,30.292134,519000,3,78722,-97.707774,714.289,1609.58,1609.58,2462.2
106,Austin,1776.0,2.0,4401 Parkwood Rd,30.300647,380000,3,78722,-97.712322,1106.25,1430.03,1510.99,2258.4
107,Austin,1551.0,3.0,2505 Givens Ave # B,30.281328,471900,2,78722,-97.715446,546.643,580.278,580.278,1807.51
108,Austin,2066.0,3.0,4020 Airport Blvd # 7,30.292134,565000,4,78722,-97.707774,714.289,1609.58,1609.58,2462.2
109,Austin,2265.0,3.0,1312 Ardenwood Rd,30.298561,715000,3,78722,-97.713053,1002.0,1718.66,1523.53,2134.88
110,Austin,3113.0,3.0,11204 Tanya Trl,30.443117,435000,4,78726,-97.824076,2422.24,4801.01,1029.13,10000.0
111,Austin,1000.0,1.0,9804 Fm # N,30.43743,1900000,2,78726,-97.83915,2226.92,4605.69,2572.75,10000.0
112,Austin,2616.0,2.0,9550 Savannah Ridge Dr UNIT 37,30.431886,395000,3,78726,-97.833776,3883.38,6262.15,1116.41,10000.0
113,Austin,3057.0,4.0,11010 Twisted Elm Dr,30.400692,639500,4,78726,-97.84528,4726.21,9414.14,5748.46,10000.0
114,Austin,3741.0,4.0,9614 Indigo Brush Dr,30.431802,519000,4,78726,-97.829241,3694.23,6073.0,688.065,10000.0
115,Volente,288.0,1.0,13983 F M Rd # 2769,30.43215,139900,1,78726,-97.83741,3240.14,5618.92,1640.15,10000.0
116,Austin,1405.0,2.0,2800 Single Trace Ct,30.446656,200000,3,78728,-97.686309,0.0,2124.57,2064.81,4989.78
117,Austin,1428.0,2.0,2205 Waterway Bnd,30.44748,238000,3,78728,-97.67818,1078.73,1716.69,1830.62,5900.54
118,Austin,,2.0,16017 Travesia Way # FH43LN,30.468175,252990,3,78728,-97.684231,2307.68,6377.41,3292.38,7921.53
119,Austin,1779.0,3.0,15312 Ecorio Dr,30.45838,275000,3,78728,-97.687773,1552.88,3552.5,3617.7,6268.18
120,Austin,1796.0,2.0,15412 Quinley Dr,30.458604,269900,3,78728,-97.686595,1742.55,3549.78,3663.71,6457.85
121,Austin,2154.0,3.0,14604 Noya Dr,30.448405,275000,3,78728,-97.691154,667.496,2479.9,2375.45,4893.34
122,Austin,1397.0,2.0,15006 Parrish Ln,30.238807,170000,3,78725,-97.580999,10000.0,10000.0,10000.0,10000.0
123,Austin,1745.0,2.0,4602 Sherwyn Dr,30.281661,120000,3,78725,-97.661732,3357.19,6221.69,2827.56,7422.75
124,Austin,1464.0,2.0,15200 Lucian St,30.238758,165000,3,78725,-97.578986,10000.0,10000.0,10000.0,10000.0
125,Austin,,2.0,4618 Halliday Ave # JW4ISU,30.241949,186990,3,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
126,Austin,,2.0,4618 Halliday Ave # CZ9IX5,30.241949,172990,2,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
127,Austin,1397.0,2.0,2508 Winchell Ln,30.260693,319000,3,78725,-97.671986,4032.7,6188.75,2339.57,7665.33
128,Austin,1440.0,2.5,5418 Coventry Ln,30.303492,225000,3,78723,-97.684833,2776.57,2873.34,485.994,5466.89
129,Austin,2013.0,4.0,5006 Pecan Springs Rd # 11,30.294353,520000,3,78723,-97.681715,2219.32,3376.82,960.5,5573.44
130,Austin,1700.0,3.0,5002 Pecan Springs Rd # 7,30.294321,439000,3,78723,-97.681735,2219.32,3376.82,960.5,5573.44
131,Austin,1455.0,2.0,1403 Corona Dr,30.310621,398000,3,78723,-97.701323,1449.29,849.739,1364.44,4116.29
132,Austin,928.0,1.0,6505 Hickman Ave,30.31773,259900,3,78723,-97.688473,848.034,2527.01,230.046,3536.8
133,Austin,1776.0,3.0,5002 Pecan Springs Rd # 2,30.294321,449000,2,78723,-97.681735,2219.32,3376.82,960.5,5573.44
134,Austin,2760.0,4.0,2012 E 22nd St,30.283359,645000,6,78722,-97.720161,58.468,307.413,307.413,1024.59
135,AUSTIN,3015.0,4.0,11133 Zimmerman Ln,30.408655,469000,4,78726,-97.844459,5175.04,7625.66,3959.99,10000.0
136,Austin,3724.0,4.0,11008 Montesa Dr,30.431719,574000,5,78726,-97.827967,3740.94,6119.71,734.776,10000.0
137,Austin,2174.0,3.0,11928 Terraza Cir,30.428821,339000,3,78726,-97.845437,3596.69,5975.46,2312.61,10000.0
138,Austin,2962.0,3.0,11907 Viscaya Way,30.4314,540623,3,78726,-97.8382,3183.16,5561.93,1629.73,10000.0
139,Austin,,2.5,16017 Travesia Way # MMIOA2,30.468175,285990,2,78728,-97.684231,2307.68,6377.41,3292.38,7921.53
140,Austin,1790.0,3.0,2002 Cervin Blvd,30.443017,269900,4,78728,-97.676403,785.328,927.913,1041.85,5903.29
141,Austin,2251.0,3.0,1906 Crystal Shore Dr,30.441203,299900,4,78728,-97.676385,622.493,765.078,879.011,5722.37
142,Austin,2056.0,3.0,14306 Terisu Ln,30.436612,299000,4,78728,-97.678385,547.231,689.816,803.749,5742.64
143,Austin,2113.0,3.0,1823 Michael Wayne Dr,30.435357,289900,4,78728,-97.677659,673.854,816.439,930.372,5938.8
144,Austin,1858.0,2.0,2201 Maple Hollow Trl,30.443457,274000,4,78728,-97.681342,488.523,1357.94,1471.88,5310.34
145,Austin,,2.0,4618 Halliday Ave # 9J1K9P,30.241949,181990,3,78725,-97.577874,10000.0,10000.0,10000.0,10000.0
146,Austin,1896.0,2.0,4505 Halliday Ave,30.240212,190000,4,78725,-97.57827,10000.0,10000.0,10000.0,10000.0
147,Austin,1722.0,2.0,4515 Felicity Ln,30.23559,215000,5,78725,-97.569851,10000.0,10000.0,10000.0,10000.0
148,Austin,2040.0,3.0,2300 Forsam Bnd,30.256564,369900,3,78725,-97.671723,3919.34,6075.4,2226.22,7551.97
149,Austin,2013.0,4.0,5006 Pecan Springs Rd # 20,30.294353,494000,3,78723,-97.681715,2219.32,3376.82,960.5,5573.44
150,Austin,2335.0,3.0,10229 Ember Glen Dr,30.437168,399900,3,78726,-97.825949,3020.22,5398.99,307.569,10000.0
151,Austin,5134.0,5.0,8400 Denali Pkwy,30.427545,999999,4,78726,-97.857421,6588.48,9194.94,5529.27,10000.0
152,Austin,2675.0,3.0,13511 Bullick Hollow Rd,30.430859,699000,--,78726,-97.874192,10000.0,10000.0,10000.0,10000.0
153,Austin,3736.0,3.0,12521 Verandah Ct,30.426217,775000,3,78726,-97.859343,6735.71,9342.17,5676.5,10000.0
154,Austin,2515.0,2.0,8115 Tahoe Parke Cir,30.421951,375000,4,78726,-97.857178,6331.75,8938.21,5272.54,10000.0
155,Austin,2671.0,3.0,11129 Zimmerman Ln,30.40859,452000,3,78726,-97.84431,5175.04,7625.66,3959.99,10000.0
156,Austin,3704.0,3.0,9914 Barbrook Dr,30.434685,594000,6,78726,-97.829441,3489.33,5868.11,483.172,10000.0
157,Austin,1785.0,2.5,16011 Serene Fleming Trce,30.468175,319270,3,78728,-97.684231,2307.68,6377.41,3292.38,7921.53
158,Austin,640.0,1.0,15600 Connie St,30.452547,199000,1,78728,-97.668276,971.374,2058.69,2139.43,7167.8
159,Austin,2245.0,2.0,2105 Taylor Simonetti Ave,30.440795,244000,3,78728,-97.681357,876.544,1169.1,1047.64,5106.21
160,Austin,2413.0,3.0,16020 Serene Fleming Trce,30.468175,331815,4,78728,-97.684231,2307.68,6377.41,3292.38,7921.53
161,Austin,2150.0,2.5,16021 Serene Fleming Trce,30.468175,328375,3,78728,-97.684231,2307.68,6377.41,3292.38,7921.53
162,Austin,4226.0,3.5,10684 Bramblecrest Dr,30.437208,574900,4,78726,-97.816026,3219.53,5598.31,978.024,10000.0
163,Austin,2150.0,2.5,16004 Canberra Trl,30.468175,329185,3,78728,-97.684231,2307.68,6377.41,3292.38,7921.53
164,Austin,2440.0,3.0,14917 Purslane Meadow Trl,30.444193,240000,4,78728,-97.671405,1309.48,1452.06,1565.99,6414.49
165,Austin,3355.0,3.0,14843 Bescott Dr,30.44357,369800,4,78728,-97.673979,1198.21,1354.98,1468.91,6128.31
166,Austin,2981.0,3.0,2204 Emmett Pkwy,30.451408,324900,5,78728,-97.675111,1607.07,2002.47,2116.41,6428.89
167,Austin,2187.0,2.0,2001 Surrender Ave,30.441293,279900,3,78728,-97.679202,768.602,911.187,1025.12,5453.14
168,Austin,1545.0,2.0,2137 Surrender Ave,30.438069,251000,3,78728,-97.681504,945.957,1088.54,835.158,5326.78
169,Austin,1560.0,2.0,13504 Broadmeade Ave,30.470999,289000,3,78729,-97.780403,1982.89,2264.52,289.41,10000.0
170,Austin,2336.0,2.0,12403 Hunters Chase Dr,30.444446,240000,3,78729,-97.769514,1250.63,2483.04,2186.74,8464.41
171,Austin,1572.0,3.0,13211 Marrero Dr,30.451819,245000,3,78729,-97.755879,1316.26,3044.54,1895.92,7422.7
172,Austin,1779.0,3.0,13206 Dime Box Trl,30.445665,299000,3,78729,-97.748331,479.429,4189.2,3040.58,6428.12
173,Austin,2467.0,3.0,13018 Hunters Chase Dr,30.451507,369900,3,78729,-97.763578,1708.01,2725.8,1577.18,8271.99
174,Austin,1663.0,3.0,7708 San Felipe Blvd APT 26,30.43632,225000,2,78729,-97.76741,531.022,2994.98,1949.82,7314.57
175,Austin,1789.0,3.0,7605 Montaque Dr,30.452386,279900,3,78729,-97.755297,1251.42,3200.6,2051.98,7323.2
176,Austin,1663.0,3.0,7708 San Felipe Blvd APT 26,30.437309,225000,2,78729,-97.766268,808.496,2988.59,2227.29,7592.05
177,Austin,1376.0,4.0,13420 Lyndhurst St APT 107,30.469421,197000,3,78729,-97.783744,1822.12,2987.52,559.303,10000.0
178,Austin,1329.0,3.0,12932 Modena Trl,30.446874,237900,3,78729,-97.759329,1568.34,3261.06,2112.44,7823.22
179,Austin,1304.0,2.0,13700 Sage Grouse Dr UNIT 601,30.46719,220000,3,78729,-97.77097,2849.03,3832.31,1647.9,10000.0
180,Austin,1280.0,2.5,12401 Los Indios Trl UNIT 13,30.440391,174900,2,78729,-97.764961,912.967,3190.04,2742.45,8107.21
181,Austin,1707.0,2.0,7014 Buccaneer Trl,30.448454,244900,3,78729,-97.75112,842.981,3816.14,2667.52,6762.73
182,Austin,1108.0,2.0,13700 Sage Grouse Dr UNIT 201,30.465431,208365,2,78729,-97.766582,2063.06,3299.38,2173.28,9301.92
183,Austin,1476.0,3.0,8518 Cahill Dr APT 18,30.445145,224500,3,78729,-97.775589,716.452,1948.86,1652.55,8569.42
184,Austin,2214.0,3.0,13101 Lubbock Ln,30.443224,290800,4,78729,-97.746189,381.335,4845.19,3696.57,6054.75
185,Austin,1915.0,3.0,13400 Briarwick Dr UNIT 1702,30.46789,285000,3,78729,-97.76923,2669.9,3949.81,1827.03,9929.02
186,Austin,2212.0,3.0,13001 Hymeadow Dr UNIT 34,30.462728,345990,3,78729,-97.788456,570.321,1879.39,1509.57,10000.0
187,Austin,1537.0,3.0,7521 Peabody Dr,30.454317,237000,3,78729,-97.75262,763.798,3449.7,2301.08,7599.13
188,Austin,2362.0,3.0,13001 Hymeadow Dr UNIT 41,30.462728,349990,3,78729,-97.788456,570.321,1879.39,1509.57,10000.0
189,Austin,2242.0,3.0,13001 Hymeadow Dr UNIT 40,30.462728,349990,3,78729,-97.788456,570.321,1879.39,1509.57,10000.0
190,Austin,1985.0,3.0,13001 Hymeadow Dr UNIT 12,30.462728,319990,2,78729,-97.788456,570.321,1879.39,1509.57,10000.0
191,Austin,4610.0,5.0,6731 Cuesta Trl,30.37841,1250000,5,78730,-97.809842,3141.27,9619.87,5227.21,8083.65
192,Austin,4265.0,4.0,7420 Oak Shores Dr,30.341889,1205788,5,78730,-97.82327,10000.0,10000.0,10000.0,10000.0
193,Austin,3422.0,4.0,3308 Pearce Rd,30.340227,975000,5,78730,-97.82531,10000.0,10000.0,10000.0,10000.0
194,Austin,3820.0,5.0,1601 Manana St,30.324907,2400000,4,78730,-97.836034,3722.2,10000.0,4801.25,3833.58
195,Austin,608.0,1.0,6000 Shepherd Mountain Cv APT 220,30.358247,155000,1,78730,-97.796338,2063.43,8505.74,2593.75,6969.52
196,Austin,7159.0,5.5,10216 Milky Way,30.384639,1749000,5,78730,-97.846088,4932.15,10000.0,6992.06,10000.0
197,Austin,2519.0,2.0,6218 River Place Blvd,30.389015,525000,3,78730,-97.849361,4875.65,10000.0,6935.56,10000.0
198,Austin,3601.0,3.5,6608 Cuesta Trl,30.379323,840000,3,78730,-97.817257,3974.16,10000.0,6060.1,8916.54
199,Austin,3665.0,4.0,4100 River Place Blvd,30.367776,725000,4,78730,-97.862322,7818.73,10000.0,9878.64,10000.0
200,Austin,4883.0,4.0,9533 Big View Dr,30.362039,895000,5,78730,-97.856708,8654.52,10000.0,10000.0,10000.0
201,Austin,5181.0,4.0,4100 Prince Andrew Ln,30.358424,1500000,5,78730,-97.841093,9939.49,10000.0,10000.0,10000.0
202,Austin,1313.0,3.0,8110 Ranch Road 2222 APT 44,30.380145,375000,2,78730,-97.807945,3141.27,9619.87,5227.21,8083.65
203,Austin,4688.0,4.0,8900 Westminster Glen Ave,30.361437,835000,4,78730,-97.833417,10000.0,10000.0,10000.0,10000.0
204,Austin,5294.0,5.0,9505 Prince William,30.364131,919000,6,78730,-97.842774,9593.85,10000.0,10000.0,10000.0
205,Austin,3842.0,4.0,7009 Greenshores Dr,30.343972,897500,4,78730,-97.81677,10000.0,10000.0,10000.0,10000.0
206,Austin,3395.0,4.0,4920 China Garden Dr,30.373845,545000,4,78730,-97.842121,7255.78,10000.0,9315.69,10000.0
207,Austin,3429.0,3.0,5212 Anaconda Ln,30.37652,580000,4,78730,-97.850703,6360.26,10000.0,8420.17,10000.0
208,Austin,3763.0,4.0,5921 Maurys Trl,30.373452,889900,6,78730,-97.822784,5144.85,10000.0,7230.79,10000.0
209,Austin,5168.0,4.1,6005 Lost Trail Cv,30.372892,1395000,5,78730,-97.816984,3991.44,10000.0,6077.38,8933.82
210,Austin,706.0,1.0,6000 Shepherd Mountain Cv APT 1508,30.357608,153900,1,78730,-97.796186,1998.3,8440.61,2528.62,6904.39
